,INDICATOR_CODE,INDICATOR_NAME,SOURCE_NOTE,SOURCE_ORGANIZATION
88,SP.DYN.AMRT.FE,"Tasa de mortalidad, adultos, mujeres (por cada 1.000 mujeres adultas)","La tasa de mortalidad adulta es la probabilidad de morir entre los 15 y los 60 años de edad, es decir, la probabilidad de que una persona de 15 años muera antes de cumplir 60, sujeta a las tasas de mortalidad actuales específicas por edad entre esas edades.","(1) División de Población de las Naciones Unidas. 2009. Perspectivas de la población mundial: Revisión de 2008. Nueva York, Naciones Unidas, Departamento de Asuntos Económicos y Sociales (cuadros de Excel avanzados). Disponible en: http://esa.un.org/unpd/wpp2008/index.htm, (2) Universidad de California, Berkeley e Instituto de Investigación Demográfica Max Planck. Base de datos sobre mortalidad humana. [ www.mortality.org o  www.humanmortality.de]."
89,SP.ADO.TFRT,Tasa de fertilidad en adolescentes (nacimientos por cada 1.000 mujeres entre 15 y 19 años de edad),La tasa de fertilidad en adolescentes es la cantidad de nacimientos por cada 1000 mujeres de entre 15 y 19 años de edad.,"División de Población de las Naciones Unidas, Perspectivas de la Población Mundial."
90,SN.ITK.VITA.ZS,Tasa de cobertura de la suplementación con vitamina A (% de niños entre 6 y 59 meses de edad),La suplementación con vitamina A se refiere al porcentaje de niños de entre 6 y 59 meses de edad que recibió al menos una cápsula de dosis alta de vitamina A en los seis meses previos. ,"Fondo de las Naciones Unidas para la Infancia, Estado Mundial de la Infancia. "
91,SN.ITK.SALT.ZS,Consumo de sal iodada (% de hogares),El consumo de sal iodada se refiere al porcentaje de hogares que usan sal comestible fortificada con iodo.,"Fondo de las Naciones Unidas para la Infancia, Estado Mundial de la Infancia. "
92,SN.ITK.DEFC.ZS,Prevalencia de desnutrición (% de la población),La población ubicada por debajo del nivel mínimo de consumo alimenticio de energía (indicador también conocido como prevalencia de desnutrición) muestra el porcentaje de la población cuya ingesta de alimentos no alcanza para satisfacer sus requisitos alimenticios de energía de manera continua. Los datos mostrados como 5 muestran una prevalencia de desnutrición menor del 5%,Organización de las Naciones Unidas para la Agricultura y la Alimentación (http://www.fao.org/publications/en/).
93,SM.POP.TOTL.ZS,Volúmenes internacionales de migrantes (% de la población),"Los volúmenes internacionales de migrantes son la cantidad de personas nacidas en un país en el que no viven. También incluye a los refugiados. Los datos usados para estimar el número de migrantes internacionales en un momento determinado se obtienen principalmente de los censos de población.  Las estimaciones se derivan de los datos de población de origen extranjero -las personas que tienen residencia en un país, pero que han nacido en otro. Cuando los datos sobre la población nacida en el extranjero no están disponibles, los datos sobre población extranjera -es decir, personas que son ciudadanos de un país distinto del país en el que residen- se utilizan como estimaciones.  Después de la desintegración de la Unión Soviética en 1991, las personas que viven en uno de los nuevos países independientes que han nacido en otro fueron clasificadas como migrantes internacionales.  Las estimaciones del número de migrantes en los nuevos Estados independientes a partir de 1990 se basan en el censo de 1989 de la Unión Soviética.  Para los países con información sobre el número de migrantes internacionales con al menos dos puntos de referencia en el tiempo, la interpolación o la extrapolación fueron usadas para estimar el número de migrantes internacionales el 1 de julio del año de referencia.  Para los países con una sola observación, las estimaciones para los años de referencia se obtuvieron utilizando las tasas de cambio en la población migrante en los años anteriores o posteriores a la observación disponible. Un modelo fue empleado para estimar los migrantes de los países que no tenían información.","División de Población de las Naciones Unidas, Trends in Total Migrant Stock: 2008 Revision."
94,SM.POP.TOTL,"Volúmenes internacionales de migrantes, total","Los volúmenes internacionales de migrantes son la cantidad de personas nacidas en un país en el que no viven. También incluye a los refugiados. Los datos usados para estimar el número de migrantes internacionales en un momento determinado se obtienen principalmente de los censos de población.  Las estimaciones se derivan de los datos de población de origen extranjero -las personas que tienen residencia en un país, pero que han nacido en otro. Cuando los datos sobre la población nacida en el extranjero no están disponibles, los datos sobre población extranjera -es decir, personas que son ciudadanos de un país distinto del país en el que residen- se utilizan como estimaciones.  Después de la desintegración de la Unión Soviética en 1991, las personas que viven en uno de los nuevos países independientes que han nacido en otro fueron clasificadas como migrantes internacionales.  Las estimaciones del número de migrantes en los nuevos Estados independientes a partir de 1990 se basan en el censo de 1989 de la Unión Soviética.  Para los países con información sobre el número de migrantes internacionales con al menos dos puntos de referencia en el tiempo, la interpolación o la extrapolación fueron usadas para estimar el número de migrantes internacionales el 1 de julio del año de referencia.  Para los países con una sola observación, las estimaciones para los años de referencia se obtuvieron utilizando las tasas de cambio en la población migrante en los años anteriores o posteriores a la observación disponible. Un modelo fue empleado para estimar los migrantes de los países que no tenían información.","División de Población de las Naciones Unidas, Trends in Total Migrant Stock: 2012 Revision."
95,SM.POP.REFG.OR,Población de refugiados por país o territorio de origen,"Los refugiados son personas reconocidas como refugiados según la Convención sobre el Estatuto de los Refugiados de 1951 o su Protocolo de 1967,  por la Convención de 1969 de la Organización de la Unidad Africana que rige aspectos específicos del problema de los refugiados en África, personas reconocidas como los refugiados de acuerdo con el estatuto de la ACNUR, personas con estatus humanitario de refugiado y personas a las que se ofreció protección transitoria. Los solicitantes de asilo son las personas que solicitaron asilo o estatus de refugiado y que todavía no recibieron una decisión o que están registradas como solicitantes de asilo. Los refugiados palestinos son las personas (y sus descendendientes) que residían en Palestina entre junio de 1946 y mayo de 1948 y perdieron sus hogares y sus medios de vida a raíz del conflicto árabe-israelí de 1948. El país de origen se refiere en general a la nacionalidad o el país o la ciudadanía de un solicitante.","United Nations High Commissioner for Refugees (UNHCR), Statistical Yearbook and data files, complemented by statistics on Palestinian refugees under the mandate of the UNRWA as published on its website. Data from UNHCR are available online at: www.unhcr.org/statistics/populationdatabase."
96,SM.POP.REFG,Población de refugiados por país o territorio de asilo,"Los refugiados son personas reconocidas como refugiados según la Convención sobre el Estatuto de los Refugiados de 1951 o su Protocolo de 1967,  por la Convención de 1969 de la Organización de la Unidad Africana que rige aspectos específicos del problema de los refugiados en África, personas reconocidas como los refugiados de acuerdo con el estatuto de la ACNUR, personas con estatus humanitario de refugiado y personas a las que se ofreció protección transitoria. Los solicitantes de asilo son las personas que solicitaron asilo o estatus de refugiado y que todavía no recibieron una decisión o que están registradas como solicitantes de asilo. Los refugiados palestinos son las personas (y sus descendendientes) que residían en Palestina entre junio de 1946 y mayo de 1948 y perdieron sus hogares y sus medios de vida a raíz del conflicto árabe-israelí de 1948. El país de asilo es el país en el que se presentó la solicitud de asilo.","United Nations High Commissioner for Refugees (UNHCR), Statistical Yearbook and data files, complemented by statistics on Palestinian refugees under the mandate of the UNRWA as published on its website. Data from UNHCR are available online at: www.unhcr.org/statistics/populationdatabase."
97,SM.POP.NETM,Migración neta,"La migración neta es el total neto de personas que migraron durante el período: la cantidad total de inmigrantes menos la cantidad anual de emigrantes, incluidos los ciudadanos y los no ciudadanos. Los datos son estimaciones de cinco años. Para derivar estimaciones de migración neta, la División de Población de las Naciones Unidas toma en cuenta la historia de migraciones del pasado de un país o zona, la política de migraciones del país y el ingreso de refugiados en períodos recientes.  Los datos para calcular estas estimaciones oficiales provienen de una variedad de fuentes, incluidas las estadísticas fronterizas, los registros administrativos, las encuestas y los censos.  Cuando no se pueden realizar estimaciones oficiales porque los datos son insuficientes, se  deriva la migración neta de la ecuación de balance, que es la diferencia entre el crecimiento general de la población y el aumento natural durante el período entre censos de 1990 a 2000.","División de Población de las Naciones Unidas, Perspectivas de la Población Mundial."
98,SH.XPD.PVTD.PP.CD,,,
99,SH.XPD.PVTD.PC.CD,,,
100,SH.XPD.PVTD.CH.ZS,,,
101,SH.XPD.OOPC.PP.CD,,,
102,SH.XPD.OOPC.PC.CD,,,
103,SH.XPD.OOPC.CH.ZS,,,
104,SH.XPD.GHED.PP.CD,,,
105,SH.XPD.GHED.PC.CD,,,
106,SH.XPD.GHED.GE.ZS,,,
107,SH.XPD.GHED.GD.ZS,,,
108,SH.XPD.GHED.CH.ZS,,,
109,SH.XPD.EHEX.PP.CD,,,
110,SH.XPD.EHEX.PC.CD,,,
111,SH.XPD.EHEX.CH.ZS,,,
112,SH.XPD.CHEX.PP.CD,,,
113,SH.XPD.CHEX.PC.CD,,,
114,SH.XPD.CHEX.GD.ZS,,,
115,SH.VAC.TTNS.ZS,Neonatos protegidos contra el tétanos (%),Recién nacidos protegidos contra el tétano se refiere al porcentaje de partos de mujeres en edad fértil vacunadas contra el tétano.,WHO and UNICEF (http://www.who.int/immunization/monitoring_surveillance/en/).
116,SH.UHC.SRVS.CV.XD,,,
117,SH.UHC.OOPC.25.ZS,,,
118,SH.UHC.OOPC.25.TO,,,
119,SH.UHC.OOPC.10.ZS,,,
120,SH.UHC.OOPC.10.TO,,,
121,SH.UHC.NOP2.ZS,,,
122,SH.UHC.NOP2.ZG,,,
123,SH.UHC.NOP2.TO,,,
124,SH.UHC.NOP2.CG,,,
125,SH.UHC.NOP1.ZS,,,
126,SH.UHC.NOP1.ZG,,,
127,SH.UHC.NOP1.TO,,,
128,SH.UHC.NOP1.CG,,,
129,SH.TBS.INCD,Incidencia de tuberculosis (por cada 100.000 personas),"La incidencia de tuberculosis representa la cantidad estimada de nuevos casos de tuberculosis pulmonar, de frotis positivo y extrapulmonar.","Organización Mundial de la Salud, informe sobre Control mundial de la TB."
130,SH.TBS.DTEC.ZS,"Tasa de detección de casos de tuberculosis (%, todas las formas)","Tasa de detección de casos de tuberculosis (todas las formas) es el porcentaje de casos de tuberculosis notificados recientemente (incluyendo recaídas) en relación a los casos estimados de incidentes (detección de casos, todas las formas).","Organización Mundial de la Salud, informe sobre Control mundial de la TB."
131,SH.TBS.CURE.ZS,Tasa de éxito en el tratamiento de la tuberculosis (% de casos registrados),"La tasa de éxito en el tratamiento de la tuberculosis es el porcentaje de casos nuevos registrados, con frotis positivo (infecciosos), que fueron curados o que se sometieron a un tratamiento completo.","Organización Mundial de la Salud, informe sobre Control mundial de la TB."
132,SH.SVR.WAST.ZS,"Prevalencia de emaciación grave, peso en relación con estatura (% de niños menores de 5 años)",Prevalence of severe wasting is the proportion of children under age 5 whose weight for height is more than three standard deviations below the median for the international reference population ages 0-59.,"Organización Mundial de la Salud, base de datos mundial sobre crecimiento y malnutrición infantil. Los datos a nivel del país son datos no ajustados procedentes de encuestas nacionales y, por lo tanto, no son comparables entre los distintos países. Se pueden consultar datos comparables ajustados disponibles en http://www.who.int/nutgrowthdb/en. La agregación se basa en la metodología y el conjunto de datos armonizados de Unicef, la OMS y el Banco Mundial (datos comparables ajustados)."
133,SH.SVR.WAST.MA.ZS,"Prevalencia de emaciación grave, peso en relación con estatura, varones (% de niños menores de 5 años)","Prevalence of severe wasting, male, is the proportion of boys under age 5 whose weight for height is more than three standard deviations below the median for the international reference population ages 0-59.","Organización Mundial de la Salud, base de datos mundial sobre crecimiento y malnutrición infantil. Los datos a nivel del país son datos no ajustados procedentes de encuestas nacionales y, por lo tanto, no son comparables entre los distintos países."
134,SH.SVR.WAST.FE.ZS,"Prevalencia de emaciación grave, peso en relación con estatura, mujeres (% de niños menores de 5 años)","Prevalence of severe wasting, female, is the proportion of girls under age 5 whose weight for height is more than three standard deviations below the median for the international reference population ages 0-59.","Organización Mundial de la Salud, base de datos mundial sobre crecimiento y malnutrición infantil. Los datos a nivel del país son datos no ajustados procedentes de encuestas nacionales y, por lo tanto, no son comparables entre los distintos países."
135,SH.STA.WAST.ZS,Prevalencia de emaciación (% de menores de 5 años),Prevalence of wasting is the proportion of children under age 5 whose weight for height is more than two standard deviations below the median for the international reference population ages 0-59.,"Organización Mundial de la Salud, base de datos mundiales sobre el crecimiento infantil y la malnutrición. "
136,SH.STA.WAST.MA.ZS,"Prevalencia de desnutrición, varones (% de niños menores a 5)","Prevalence of wasting, male,is the proportion of boys under age 5 whose weight for height is more than two standard deviations below the median for the international reference population ages 0-59.","Organización Mundial de la Salud, base de datos mundial sobre crecimiento y malnutrición infantil. Los datos a nivel del país son datos no ajustados procedentes de encuestas nacionales y, por lo tanto, no son comparables entre los distintos países."
137,SH.STA.WAST.FE.ZS,"Prevalencia de desnutrición, mujeres (% de niños menores a 5)","Prevalence of wasting, female, is the proportion of girls under age 5 whose weight for height is more than two standard deviations below the median for the international reference population ages 0-59.","Organización Mundial de la Salud, base de datos mundial sobre crecimiento y malnutrición infantil. Los datos a nivel del país son datos no ajustados procedentes de encuestas nacionales y, por lo tanto, no son comparables entre los distintos países."
138,SH.STA.WASH.P5,,,
139,SH.STA.TRAF.P5,Mortalidad provocada por lesiones por accidentes de tránsito (por cada 100 000 personas),"Mortality caused by road traffic injury is estimated road traffic fatal injury deaths per 100,000 population.","Organización Mundial de la Salud, Informe sobre la situación mundial de la seguridad vial."
140,SH.STA.SUIC.P5,Tasa de mortalidad por suicidio (por cada 100 000 habitantes),"Suicide mortality rate is the number of suicide deaths in a year per 100,000 population.","World Health Organization, Global Health Observatory Data Repository (http://apps.who.int/ghodata/)."
141,SH.STA.SUIC.MA.P5,,,
142,SH.STA.SUIC.FE.P5,,,
143,SH.STA.STNT.ZS,"Prevalencia de desnutrición, altura para la edad (% de niños menores de cinco años)","La prevalencia de la desnutrición en la niñez representa el porcentaje de niños menores de cinco años de edad con un peso para la edad correspondiente (crecimiento insuficiente) más de dos desviaciones estándar por debajo de la mediana de la población internacional de referencia de entre 0 y 59 meses de edad. En el caso de los niños de hasta dos años, la altura es la longitud en posición decúbito. En niños mayores, la altura es la estatura en posición vertical. Los datos están basados en los nuevos estándares de desarrollo infantil publicados por la OMS en 2006.","Organización Mundial de la Salud, base de datos mundiales sobre el crecimiento infantil y la malnutrición. "
144,SH.STA.STNT.MA.ZS,"Prevalencia de desnutrición, altura para edad, varones (% de niños menores a 5)","Prevalencia de desnutrición, altura para edad, varones (% de niños menores a 5)","Organización Mundial de la Salud, base de datos mundial sobre crecimiento y malnutrición infantil. Los datos a nivel del país son datos no ajustados procedentes de encuestas nacionales y, por lo tanto, no son comparables entre los distintos países."
145,SH.STA.STNT.FE.ZS,"Prevalencia de desnutrición, altura para edad, mujeres (% de niños menores a 5)","Prevalencia de desnutrición, altura para edad, mujeres (% de niños menores a 5)","Organización Mundial de la Salud, base de datos mundial sobre crecimiento y malnutrición infantil. Los datos a nivel del país son datos no ajustados procedentes de encuestas nacionales y, por lo tanto, no son comparables entre los distintos países."
146,SH.STA.SMSS.ZS,,,
147,SH.STA.SMSS.UR.ZS,,,
148,SH.STA.SMSS.RU.ZS,,,
149,SH.STA.POIS.P5.MA,,,
150,SH.STA.POIS.P5.FE,,,
151,SH.STA.POIS.P5,,,
152,SH.STA.OWGH.ZS,Prevalencia de sobrepeso (% de niños menores de cinco años),"La prevalencia de niños con sobrepeso  es el porcentaje de niños menores de cinco años de edad cuyo peso correspondiente a su altura está más de dos desviaciones estándar por encima de la mediana de la población internacional de referencia de la edad correspondiente, según los nuevos estándares de desarrollo infantil publicados por la OMS en 2006. ","Organización Mundial de la Salud, base de datos mundiales sobre el crecimiento infantil y la malnutrición. "
153,SH.STA.OWGH.MA.ZS,"Prevalencia de obesidad, varones (% de niños menores a 5)","Prevalencia de obesidad, varones (% de niños menores a 5)","Organización Mundial de la Salud, base de datos mundial sobre crecimiento y malnutrición infantil. Los datos a nivel del país son datos no ajustados procedentes de encuestas nacionales y, por lo tanto, no son comparables entre los distintos países."
154,SH.STA.OWGH.FE.ZS,Prevalencia de obesidad mujeres (% de niños menores a 5),Prevalencia de obesidad mujeres (% de niños menores a 5),"Organización Mundial de la Salud, base de datos mundial sobre crecimiento y malnutrición infantil. Los datos a nivel del país son datos no ajustados procedentes de encuestas nacionales y, por lo tanto, no son comparables entre los distintos países."
155,SH.STA.ORTH,Tratamiento de la diarrea (% de niños menores de 5 años que recibieron paquetes de SRO),Percentage of children under age 5 with diarrhea in the two weeks preceding the survey who received oral rehydration salts (ORS packets or pre-packaged ORS fluids).,"Unicef, Estado Mundial de la Infancia, Childinfo y encuestas demográficas y de salud."
156,SH.STA.ORCF.ZS,Tratamiento de la diarrea (% de niños menores de cinco años que reciben hidratación por vía oral y alimentación continua),"Los niños con diarrea que recibieron hidratación por vía oral y alimentación continua representan la cantidad de niños menores de cinco años de edad con diarrea en las dos semanas previas al estudio que recibieron terapia de hidratación por vía oral o un incremento de fluidos, con alimentación continua.","UNICEF, Estado Mundial de la Infancia, Childinfo y encuestas demográficas y de salud realizadas por Macro International."
157,SH.STA.ODFC.ZS,Personas que practican la defecación al aire libre (% de la población),"People practicing open defecation refers to the percentage of the population defecating in the open, such as in fields, forest, bushes, open bodies of water, on beaches, in other open spaces or disposed of with solid waste.",Programa Conjunto de Vigilancia de la OMS y Unicef para el Abastecimiento de Agua y el Saneamiento (http://www.wssinfo.org/).
158,SH.STA.ODFC.UR.ZS,"Personas que practican la defecación al aire libre, sector urbano (% de la población urbana)","People practicing open defecation refers to the percentage of the population defecating in the open, such as in fields, forest, bushes, open bodies of water, on beaches, in other open spaces or disposed of with solid waste.",Programa Conjunto de Vigilancia de la OMS y Unicef para el Abastecimiento de Agua y el Saneamiento (http://www.wssinfo.org/).
159,SH.STA.ODFC.RU.ZS,"Personas que practican la defecación al aire libre, sector rural (% de la población rural)","People practicing open defecation refers to the percentage of the population defecating in the open, such as in fields, forest, bushes, open bodies of water, on beaches, in other open spaces or disposed of with solid waste.",WHO/UNICEF Joint Monitoring Programme (JMP) for Water Supply and Sanitation (http://www.wssinfo.org/).
160,SH.STA.MMRT.NE,"Tasa de mortalidad maternal (cifras nacionales, por cada 100.000 nacidos vivos)",La tasa de mortalidad materna es la cantidad de mujeres que mueren durante el embarazo y el parto por cada 100.000 nacidos vivos.,"UNICEF, Estado Mundial de la Infancia, Childinfo y encuestas demográficas y de salud realizadas por Macro International."
161,SH.STA.MMRT,"Tasa de mortalidad materna (estimado mediante modelo, por cada 100.000 nacidos vivos)","La tasa de mortalidad materna es la cantidad de mujeres que mueren durante el embarazo y el parto por cada 100.000 nacidos vivos. Los datos se estiman según un modelo de regresión que usa información sobre fertilidad, asistentes para el parto y prevalencia del VIH.","Trends in Maternal Mortality: 1990-2015. Estimates Developed by WHO, UNICEF, UNFPA and the World Bank."
162,SH.STA.MALN.ZS,"Prevalencia de desnutrición, peso para la edad (% de niños menores de cinco años)",La prevalencia de la desnutrición en la niñez es el porcentaje de niños menores de cinco años de edad con un peso para la edad correspondiente más de dos desviaciones estándar por debajo de la mediana de la población internacional de referencia de entre 0 y 59 meses de edad. Los datos están basados en los nuevos estándares de desarrollo infantil publicados por la OMS en 2006.,"Organización Mundial de la Salud, base de datos mundiales sobre crecimiento y malnutrición infantil. "
163,SH.STA.MALN.MA.ZS,"Prevalencia de desnutrición, peso para edad, varones (% de niños menores a 5)","Prevalencia de desnutrición, peso para edad, varones (% de niños menores a 5)","Organización Mundial de la Salud, base de datos mundial sobre crecimiento y malnutrición infantil. Los datos a nivel del país son datos no ajustados procedentes de encuestas nacionales y, por lo tanto, no son comparables entre los distintos países."
164,SH.STA.MALN.FE.ZS,"Prevalencia de desnutrición, peso para edad, mujeres (% de niños menores a 5)","Prevalencia de desnutrición, peso para edad, mujeres (% de niños menores a 5)","Organización Mundial de la Salud, base de datos mundial sobre crecimiento y malnutrición infantil. Los datos a nivel del país son datos no ajustados procedentes de encuestas nacionales y, por lo tanto, no son comparables entre los distintos países."
165,SH.STA.HYGN.ZS,,,
166,SH.STA.HYGN.UR.ZS,,,
167,SH.STA.HYGN.RU.ZS,,,
168,SH.STA.FGMS.ZS,Prevalencia de la mutilación genital femenina (%),Percentage of women aged 15–49 who have gone through partial or total removal of the female external genitalia or other injury to the female genital organs for cultural or other non-therapeutic reasons.,UNICEF Childinfo (childinfo.org).
169,SH.STA.DIAB.ZS,Prevalencia de la diabetes (% de la población de 20 a 79 años),Diabetes prevalence refers to the percentage of people ages 20-79 who have type 1 or type 2 diabetes.,"Federación Internacional de Diabetes, Atlas de la Diabetes."
170,SH.STA.BRTW.ZS,Bebés con bajo peso al nacer (% de nacimientos),"Los bebés con bajo peso al nacer son los recién nacidos que pesan menos de 2500 gramos, según el pesaje de las primeras horas de vida, antes de que se produzca la significativa pérdida de peso posnatal.","UNICEF, Estado Mundial de la Infancia, Childinfo y encuestas demográficas y de salud realizadas por Macro International."
171,SH.STA.BRTC.ZS,Nacimientos asistidos por personal de salud capacitado (% del total),"Los nacimientos asistidos por personal de salud capacitado son el porcentaje de partos asistidos por personal capacitado para suministrar la supervisión, la atención y el asesoramiento necesarios a las mujeres durante el embarazo, el parto y el puerperio; para realizar partos por sí solos; y para cuidar de los recién nacidos.","UNICEF, Estado Mundial de la Infancia, Childinfo y encuestas demográficas y de salud realizadas por Macro International."
172,SH.STA.BFED.ZS,Alimentación mediante lactancia exclusivamente (% de niños menores de seis meses),La alimentación mediante lactancia exclusivamente representa la proporción de niños menores de seis meses de edad que se alimentaron exclusivamente mediante la lactancia (ningún otro líquido) en las últimas 24 horas.,"UNICEF, Estado Mundial de la Infancia, Childinfo y encuestas demográficas y de salud realizadas por Macro International."
173,SH.STA.BASS.ZS,,,
174,SH.STA.BASS.UR.ZS,,,
175,SH.STA.BASS.RU.ZS,,,
176,SH.STA.ARIC.ZS,Tratamiento de las infecciones respiratorias agudas (IRA) (% de niños menores de cinco años que son llevados a un prestador de salud),"Los niños con infecciones respiratorias agudas (IRA) que son llevados a un prestador de salud son la proporción de niños menores de cinco años con infecciones respiratorias agudas que en las últimas dos semanas fueron llevados a un prestador de salud adecuado, incluidos los hospitales, los centros de salud, los dispensarios, los trabajadores de la salud en una aldea, las clínicas y los médicos privados. ","UNICEF, Estado Mundial de la Infancia, Childinfo y encuestas demográficas y de salud realizadas por Macro International."
177,SH.STA.ANVC.ZS,Embarazadas que reciben atención médica prenatal (%),"Las embarazadas que reciben atención médica prenatal son la proporción de mujeres asistidas al menos una vez durante el embarazo por personal de salud capacitado, por razones relacionadas con el embarazo.","UNICEF, Estado Mundial de la Infancia, Childinfo y encuestas demográficas y de salud realizadas por Macro International."
178,SH.STA.AIRP.P5,,,
179,SH.STA.AIRP.MA.P5,,,
180,SH.STA.AIRP.FE.P5,,,
181,SH.SGR.PROC.P5,Cantidad de procedimientos quirúrgicos (por cada 100 000 habitantes),"The number of procedures undertaken in an operating theatre per 100,000 population per year in each country. A procedure is defined as the incision, excision, or manipulation of tissue that needs regional or general anaesthesia, or profound sedation to control pain.",Comisión Lancet sobre Cirugía Global (www.lancetglobalsurgery.org).
182,SH.SGR.IRSK.ZS,Riesgo de contraer gastos empobrecedores relacionados con la atención quirúrgica (% de personas en riesgo),The proportion of population at risk of impoverishing expenditure when surgical care is required. Impoverishing expenditure is defined as direct out of pocket payments for surgical and anaesthesia care which drive people below a poverty threshold (using a threshold of $1.25 PPP/day).,Comisión Lancet sobre Cirugía Global (www.lancetglobalsurgery.org).
183,SH.SGR.CRSK.ZS,Riesgo de contraer gastos catastróficos relacionados con la atención quirúrgica (% de personas en riesgo),The proportion of population at risk of catastrophic expenditure when surgical care is required. Catastrophic expenditure is definined as direct out of pocket payments for surgical and anaesthesia care exceeding 10% of total income.,The Lancet Commission on Global Surgery (www.lancetglobalsurgery.org).
184,SH.PRV.SMOK.MA,"Prevalencia del hábito de fumar, varones (% de adultos)","Prevalencia del hábito de fumar en varones es el porcentaje de varones de 15 años o más que fuman cualquier forma de tabaco, incluyendo cigarrillos, cigarros y pipas, y excluyendo el tabaco sin humo. Los datos incluyen el tabaquismo diario y no diario.","Organización Mundial de la Salud, fuentes de datos del Observatorio mundial de la salud (http://apps.who.int/ghodata/)."
185,SH.PRV.SMOK.FE,"Prevalencia del hábito de fumar, mujeres (% de adultos)","Prevalencia del hábito de fumar en mujeres es el porcentaje de mujeres de 15 años o más que fuman cualquier forma de tabaco, incluyendo cigarrillos, cigarros y pipas, y excluyendo el tabaco sin humo. Los datos incluyen el tabaquismo diario y no diario.","Organización Mundial de la Salud, fuentes de datos del Observatorio mundial de la salud (http://apps.who.int/ghodata/)."
186,SH.PRV.SMOK,,,
187,SH.PRG.ANEM,Prevalencia de anemia entre embarazadas (%),"Prevalence of anemia, pregnant women, is the percentage of pregnant women whose hemoglobin level is less than 110 grams per liter at sea level.","Stevens GA, Finucane MM, De-Regil LM, et al. Global, regional, and national trends in hemoglobin concentration and prevalence of total and severe anemia in children and pregnant and non-pregnant women for 1995-2011: a systematic analysis of population-representative data. The Lancet Global Health 2013; 1(1): e16-e25."
188,SH.MMR.RISK.ZS,Riesgo de mortalidad materna durante la vida (%),"El riesgo de por vida de mortalidad materna es la probabilidad de que una mujer de 15 años muera en algún momento de su vida por causas relacionadas con la maternidad, bajo el supuesto de que se mantienen los niveles actuales de fertilidad y mortalidad (incluida la mortalidad materna) y se tiene en cuenta la muerte por otras causas.   ","Trends in Maternal Mortality: 1990-2015. Estimates Developed by WHO, UNICEF, UNFPA and the World Bank."
189,SH.MMR.RISK,Riesgo de mortalidad materna a lo largo de la vida (1 en: la tasa varía según el país),"El riesgo de por vida de mortalidad materna es la probabilidad de que una mujer de 15 años muera en algún momento de su vida por causas relacionadas con la maternidad, bajo el supuesto de que se mantienen los niveles actuales de fertilidad y mortalidad (incluida la mortalidad materna) y se tiene en cuenta la muerte por otras causas.   ","Trends in Maternal Mortality: 1990-2015. Estimates Developed by WHO, UNICEF, UNFPA and the World Bank."
190,SH.MMR.DTHS,Número de muertes maternas,Muertes de mortalidad materna es el número de mujeres que mueren durante el embarazo y el parto.,"Trends in Maternal Mortality: 1990-2015. Estimates Developed by WHO, UNICEF, UNFPA and the World Bank."
191,SH.MLR.TRET.ZS,Niños con fiebre que reciben medicamentos contra el paludismo (% de niños menores de cinco años con fiebre),El tratamiento de paludismo se refiere al porcentaje de niños menores de cinco años que estuvo enfermo con fiebre en las últimas dos semanas y recibió cualquier medicamento contra el paludismo adecuado (definido localmente).,"UNICEF, Estado Mundial de la Infancia, Childinfo y encuestas demográficas y de salud realizadas por Macro International."
192,SH.MLR.NETS.ZS,Uso de mosquiteros tratados con insecticida (% de la población menor de cinco años),El uso de mosquiteros tratados con insecticida se refiere al porcentaje de niños menores de cinco años que duermen bajo un mosquitero tratado con insecticida para prevenir el paludismo.,"UNICEF, Estado Mundial de la Infancia, Childinfo y encuestas demográficas y de salud realizadas por Macro International."
193,SH.MLR.INCD.P3,Incidencia de paludismo (por cada 1000 habitantes en riesgo),"Incidence of malaria is the number of new cases of malaria in a year per 1,000 population at risk.","Organización Mundial de la Salud, fuentes de datos del Observatorio mundial de la salud/Estadísticas Sanitarias Mundiales (http://apps.who.int/ghodata/)."
194,SH.MED.SAOP.P5,Personal especializado en cirugía (por cada 100 000 habitantes),"Specialist surgical workforce is the number of specialist surgical, anaesthetic, and obstetric (SAO) providers who are working in each country per 100,000 population.",The Lancet Commission on Global Surgery (www.lancetglobalsurgery.org).
195,SH.MED.PHYS.ZS,Médicos (por cada 1.000 personas),Los médicos incluyen a profesionales de cabecera y especialistas.,"Organización Mundial de la Salud, Atlas mundial de la fuerza laboral sanitaria. Para ver actualizaciones y metadatos, visite: http://apps.who.int/globalatlas/."
196,SH.MED.NUMW.P3,Enfermeras y parteras (por cada 1.000 personas),"Las enfermeras y parteras incluyen a las enfermeras profesionales, las parteras profesionales, las enfermeras auxiliares, las parteras auxiliares, las enfermeras inscriptas, las parteras inscriptas y demás personal relacionado, como las enfermeras dentales y las de atención primaria.","Organización Mundial de la Salud, Atlas mundial de la fuerza laboral sanitaria. Para ver actualizaciones y metadatos, visite: http://apps.who.int/globalatlas/."
197,SH.MED.CMHW.P3,Comunidad de trabajadores de la salud (por cada 1.000 personas),"Los trabajadores comunitarios de la salud incluyen a diversos tipos de asistentes comunitarios de salud, muchos con denominaciones específicas de cada país, como funcionarios de salud comunitarios, trabajadores comunitarios de salud-educación, trabajadores de la salud familiar, enfermeras visitantes y trabajadores de paquete de extensión de la salud.","Organización Mundial de la Salud, OCDE; complementados con datos de cada país."
