,INDICATOR_CODE,INDICATOR_NAME,SOURCE_NOTE,SOURCE_ORGANIZATION
74,EN.CO2.ETOT.ZS,"Emisiones de CO2 originadas por la produccin de electricidad y calefaccin, total (% del total de la quema de combustible)","Emisiones de CO2 de la producción de electricidad y calefacción es la suma de tres categorías de emisiones de CO2 según el Organismo Internacional de Energía (OIE): 1) Servicios públicos de electricidad y calefacción contiene la suma de las emisiones provenientes de la generación de electricidad por parte del servicio, la generación combinada de calefacción y energía y las plantas de calefacción. Los servicios públicos (anteriormente conocidos como servicios de utilidad pública) se definen como aquellos cuya actividad principal es abastecer al público.  Pueden ser de propiedad pública o privada. Esto corresponde a la categoría de fuente/sumidero 1 A 1 del Grupo Intergubernamental de Expertos sobre el Cambio Climático (IPCC, por sus siglas en inglés). Para el documento (resumen) de las emisiones de CO2 de la combustión de combustibles, también se incluyen las emisiones del uso propio de combustible en el lugar en las centrales eléctricas (EPOWERPLT). 2) Autoproductores no asignados contiene las emisiones provenientes de la generación de electricidad y/o calefacción por autoproductores. Los autoproductores se definen como empresas que generan electricidad y/o calefacción para su propio uso como una actividad secundaria y que se utiliza (total o parcialmente) para respaldar su actividad principal. Pueden ser de propiedad pública o privada. En las Directrices 1996 del IPCC, estas emisiones se distribuyen normalmente entre los sectores de la industria, el transporte y ""otros"". 3) Otras industrias de energía contiene las emisiones del combustible quemado en las refinerías de petróleo, para la fabricación de combustibles sólidos, la minería del carbón, la extracción de petróleo y gas y otras industrias productoras de energía. Esto corresponde a las categorías de fuente/sumidero 1 A 1 b y 1 A 1 c de IPCC. Según las Directrices 1996 del IPCC, las emisiones de las entradas de coque a los altos hornos se pueden contar aquí o en la categoría de fuente/sumidero de los procesos industriales. Dentro de los cálculos detallados del sector, se pueden distinguir ciertos procesos no energéticos. En la reducción de hierro en altos hornos mediante la combustión de coque, el objetivo principal de la oxidación de coque es la producción de lingotes y las emisiones pueden considerarse un proceso industrial. Se debe tener cuidado de no contar doble estas emisiones en los procesos energéticos e industriales. En las estimaciones del OIE, estas emisiones se incluyeron en esta categoría.","Estadsticas AIE © OCDE/AIE, (http://www.iea.org/stats/index.asp), archivos electrnicos de la Agencia Internacional de la Energa sobre emisiones de CO2 originadas por la quema de combustible."
75,EN.CO2.BLDG.ZS,Emisiones de CO2 originadas por edificios residenciales y servicios comerciales y pblicos (% del total de la quema de combustible),"Emisiones de CO2 originadas por edificios residenciales y servicios comerciales y públicos consideran todas las emisiones de la quema de combustible en los hogares. Esto corresponde a categoría de fuente/sumidero 1 A 4 b del IPCC. Servicios comerciales y públicos incluyen emisiones de todas las actividades de las Divisiones 41, 50-52, 55, 63-67, 70-75, 80, 85, 90-93 y 99 de CIIU.","Estadsticas AIE © OCDE/AIE, (http://www.iea.org/stats/index.asp), archivos electrnicos de la Agencia Internacional de la Energa sobre emisiones de CO2 originadas por la quema de combustible."
76,EN.CLC.MDAT.ZS,"Sequías, inundaciones, temperaturas extremas (% de la población, promedio de 1990-2009)","Sequías, inundaciones y temperaturas extremas es el porcentaje promedio anual de población que se ve afectada por los desastres naturales clasificados como sequías, inundaciones o episodios de temperaturas extremas.  La sequía es un período prolongado de tiempo caracterizado por una deficiencia en el suministro de agua de una región como resultado de constantes precipitaciones por debajo del promedio. Una sequía puede provocar pérdidas a la agricultura, afecta la navegación interior y las centrales hidroeléctricas y provoca falta de agua potable y hambrunas. Una inundación es un aumento significativo del nivel de agua en un arroyo, lago, embalse o región costera. Episodios de temperatura extrema son las olas de frío o calor. Una ola de frío puede ser un período prolongado de tiempo excesivamente frío y la súbita invasión de aire muy frío sobre una zona extensa. Junto con las heladas, puede causar daños a la agricultura, la infraestructura y la propiedad.  Una ola de calor es un período prolongado de tiempo excesivamente cálido y a veces también húmedo, en relación con los patrones de clima normal de una región determinada. Población afectada es el número de personas heridas, que se quedaron sin hogar o que requieren asistencia inmediata durante un período de emergencia a causa de un desastre natural. También puede incluir a las personas desplazadas o evacuadas. El porcentaje promedio de población afectada se calcula dividiendo la suma del total de afectados en el período consignado por la suma de las cifras anuales de población para el lapso indicado.","EM-DAT: Base de datos internacionales sobre desastres de OFDA/CRED: www.emdat.be, Universidad Católica de Louvain, Bruselas (Bélgica) y Banco Mundial."
77,EN.CLC.GHGR.MT.CE,Emisiones y absorciones netas de GEI por cambio en los usos de la tierra y la silvicultura (toneladas métricas de equivalente de CO2).,"Emisiones y absorciones netas de GEI por cambio en los usos de la tierra y la silvicultura se refiere a los cambios en los niveles atmosféricos de todos los gases de efecto invernadero atribuibles a actividades de cambio en el uso de los bosques y la tierra, incluyendo pero no limitado a: 1) las emisiones y absorciones de CO2 de los aumentos o disminuciones en las existencias de biomasa debido a gestión de los bosques, explotación forestal, recolección de leña, etc., 2) la conversión de los bosques y los pastizales naturales a otros usos del suelo, 3) la absorción de CO2 a partir del abandono de tierras antes administradas (por ejemplo, tierras de cultivo y pastizales), y 4) las emisiones y la absorción de CO2 en el suelo asociadas con el cambio de uso y la gestión del suelo. Para países del Anexo I de la CMNUCC, estos datos se extraen de los inventarios anuales de GEI presentados en la CMNUCC por cada país; para países no incluidos en el Anexo I, los datos se extraen de la comunicación nacional más reciente presentada, siempre que se disponga de ella.  Debido a las diferencias en la información de años y metodologías, estos datos no se consideran generalmente comparables entre los países. Los datos se presentan en millones de toneladas métricas. ",Convención Marco de las Naciones Unidas sobre el Cambio Climático.
78,EN.CLC.DRSK.XQ,Puntuación del progreso en la reducción de los riesgos de desastres (escala de 1 a 5, 5= óptima),"Puntuación del progreso en la reducción de los riesgos de desastres es un promedio de calificaciones de autoevaluación, que van de 1 a 5, presentadas por los países en el marco de Prioridad 1 de los Informes nacionales de avance en la implementación del Marco de Acción de Hyogo.  El Marco de Hyogo es un plan mundial para los esfuerzos de reducción de los riesgos de desastres que fue adoptado por 168 países en 2005. Las evaluaciones de ""Prioridad 1"" incluyen cuatro indicadores que reflejan el grado en que los países han dado prioridad a la reducción del riesgo de desastres y el fortalecimiento de las instituciones pertinentes."
79,EN.BIR.THRD.NO,Especies de aves en peligro,"Por cada país incluido, las aves se enumeran dentro de las zonas de cría o invernada. Las especies en peligro de extinción son las que la UICN clasifica como amenazadas, vulnerables, exóticas, indeterminadas, fuera de peligro o no suficientemente conocidas.","Programa de las Naciones Unidas para el Medio Ambiente y Centro Mundial de Vigilancia de la Conservación, y Unión Internacional para la Conservación de la Naturaleza, Lista Roja de especies amenazadas."
80,EN.ATM.SF6G.KT.CE,Emisiones de gas SF6 (miles de toneladas métricas de equivalente de CO2),El hexafluoruro de sulfuro es muy utilizado para aislar el equipamiento eléctrico de alto voltaje.,"Comisión Europea, Centro Común de Investigación (JRC)/Agencia de Evaluación Ambiental de los Países Bajos (PBL). Base de Datos de Emisiones para la Investigación Atmosférica Global (EDGAR): http://edgar.jrc.ec.europa.eu/."
81,EN.ATM.PM25.MC.ZS,"Contaminación del aire por PM2,5, población expuesta a niveles que exceden el valor indicativo de la Organización Mundial de la Salud (OMS) (% del total)","Percent of population exposed to ambient concentrations of PM2.5 that exceed the WHO guideline value is defined as the portion of a country’s population living in places where mean annual concentrations of PM2.5 are greater than 10 micrograms per cubic meter, the guideline value recommended by the World Health Organization as the lower end of the range of concentrations over which adverse health effects due to PM2.5 exposure have been observed.","Brauer, M. et al. 2016, para el Estudio sobre la Carga Mundial de Morbilidad 2015."
82,EN.ATM.PM25.MC.M3,"Contaminación del aire por PM2,5, exposición anual media (microgramos por metro cúbico)","Population-weighted exposure to ambient PM2.5 pollution is defined as the average level of exposure of a nation's population to concentrations of suspended particles measuring less than 2.5 microns in aerodynamic diameter, which are capable of penetrating deep into the respiratory tract and causing severe health damage. Exposure is calculated by weighting mean annual concentrations of PM2.5 by population in both urban and rural areas.","Brauer, M. et al. 2016, para el Estudio sobre la Carga Mundial de Morbilidad 2015."
83,EN.ATM.PFCG.KT.CE,Emisiones de gas PFC (miles de toneladas métricas de equivalente de CO2),"Los perfluorocarbonos, usados para reemplazar los clorofluorocarbonos en la fabricación de semiconductores, son un subproducto de la fundición del aluminio y del enriquecimiento del uranio.","Comisión Europea, Centro Común de Investigación (JRC)/Agencia de Evaluación Ambiental de los Países Bajos (PBL). Base de Datos de Emisiones para la Investigación Atmosférica Global (EDGAR): http://edgar.jrc.ec.europa.eu/."
84,EN.ATM.NOXE.ZG,Emisiones de óxido nitroso (% de cambio desde 1990),"Nitrous oxide emissions are emissions from agricultural biomass burning, industrial activities, and livestock management. Each year of data shows the percentage change to that year from 1990.","Estimaciones del personal del Banco Mundial a partir de la fuente original: Comisión Europea, Centro Común de Investigación (JRC)/Agencia de Evaluación Ambiental de los Países Bajos (PBL). Base de Datos de Emisiones para la Investigación Atmosférica Global (EDGAR): http://edgar.jrc.ec.europa.eu/."
85,EN.ATM.NOXE.KT.CE,Emisiones de óxido nitroso (miles de toneladas métricas de equivalente de CO2),"Las emisiones de óxido nitroso son las generadas por la quema de biomasa en la agricultura, las actividades industriales y la cría de animales.","Comisión Europea, Centro Común de Investigación (JRC)/Agencia de Evaluación Ambiental de los Países Bajos (PBL). Base de Datos de Emisiones para la Investigación Atmosférica Global (EDGAR): http://edgar.jrc.ec.europa.eu/."
86,EN.ATM.NOXE.EG.ZS,Emisiones de óxido nitroso en el sector de energía (% del total),Nitrous oxide emissions from energy processes are emissions produced by the combustion of fossil fuels and biofuels.,"Estimaciones del personal del Banco Mundial a partir de la fuente original: Comisión Europea, Centro Común de Investigación (JRC)/Agencia de Evaluación Ambiental de los Países Bajos (PBL). Base de Datos de Emisiones para la Investigación Atmosférica Global (EDGAR): http://edgar.jrc.ec.europa.eu/."
87,EN.ATM.NOXE.EG.KT.CE,Emisiones de óxido nitroso en el sector de energía (miles de toneladas métricas de equivalente de CO2),Las emisiones de óxido nitroso de los procesos energéticos son emisiones producidas por la combustión de combustibles fósiles y biocombustibles.,"Comisión Europea, Centro Común de Investigación (JRC)/Agencia de Evaluación Ambiental de los Países Bajos (PBL). Base de Datos de Emisiones para la Investigación Atmosférica Global (EDGAR): http://edgar.jrc.ec.europa.eu/."
88,EN.ATM.NOXE.AG.ZS,Emisiones de óxido nitroso procedentes de la actividad agrícola (% del total),"Emisiones de óxido nitroso procedentes de la actividad agrícola son las originadas por el uso de fertilizantes (abono sintético y animal), el tratamiento de desechos animales, la quema de residuos agrícolas (no energéticos, in situ) y la quema de sabanas.","Estimaciones del personal del Banco Mundial a partir de la fuente original: Comisión Europea, Centro Común de Investigación (JRC)/Agencia de Evaluación Ambiental de los Países Bajos (PBL). Base de Datos de Emisiones para la Investigación Atmosférica Global (EDGAR): http://edgar.jrc.ec.europa.eu/."
89,EN.ATM.NOXE.AG.KT.CE,Emisiones agrícolas de óxido nitroso (miles de toneladas métricas de equivalente de CO2),"Emisiones de óxido nitroso procedentes de la actividad agrícola son las originadas por el uso de fertilizantes (abono sintético y animal), el tratamiento de desechos animales, la quema de residuos agrícolas (no energéticos, in situ) y la quema de sabanas.","Comisión Europea, Centro Común de Investigación (JRC)/Agencia de Evaluación Ambiental de los Países Bajos (PBL). Base de Datos de Emisiones para la Investigación Atmosférica Global (EDGAR): http://edgar.jrc.ec.europa.eu/."
90,EN.ATM.METH.ZG,Emisiones de metano (% de cambio desde 1990),Methane emissions are those stemming from human activities such as agriculture and from industrial methane production. Each year of data shows the percentage change to that year from 1990.,"Estimaciones del personal del Banco Mundial a partir de la fuente original: Comisión Europea, Centro Común de Investigación (JRC)/Agencia de Evaluación Ambiental de los Países Bajos (PBL). Base de Datos de Emisiones para la Investigación Atmosférica Global (EDGAR): http://edgar.jrc.ec.europa.eu/."
91,EN.ATM.METH.KT.CE,Emisiones de metano (kt de equivalente de CO2),Las emisiones de metano son las que surgen de actividades humanas como la agricultura y de la producción industrial de metano.,"Comisión Europea, Centro Común de Investigación (JRC)/Agencia de Evaluación Ambiental de los Países Bajos (PBL). Base de Datos de Emisiones para la Investigación Atmosférica Global (EDGAR): http://edgar.jrc.ec.europa.eu/."
92,EN.ATM.METH.EG.ZS,Emisiones de metano relacionadas con la energía (% del total),"Las emisiones de gas metano provenientes de procesos energéticos son emisiones de la producción, manejo, transmisión y combustión de combustibles fósiles y biocombustibles.","Estimaciones del personal del Banco Mundial a partir de la fuente original: Comisión Europea, Centro Común de Investigación (JRC)/Agencia de Evaluación Ambiental de los Países Bajos (PBL). Base de Datos de Emisiones para la Investigación Atmosférica Global (EDGAR): http://edgar.jrc.ec.europa.eu/."
93,EN.ATM.METH.EG.KT.CE,Emisiones de metano en el sector de energía (miles de toneladas métricas de equivalente de CO2),"Las emisiones de gas metano provenientes de procesos energéticos son emisiones de la producción, manejo, transmisión y combustión de combustibles fósiles y biocombustibles.","Comisión Europea, Centro Común de Investigación (JRC)/Agencia de Evaluación Ambiental de los Países Bajos (PBL). Base de Datos de Emisiones para la Investigación Atmosférica Global (EDGAR): http://edgar.jrc.ec.europa.eu/."
94,EN.ATM.METH.AG.ZS,Emisiones de metano procedentes de la actividad agrícola (% del total),"Emisiones de metano procedentes de la actividad agrícola son emisiones originadas por animales, desechos animales, producción de arroz, quema de residuos agrícolas (no energéticos, in situ) y quema de sabanas.","Estimaciones del personal del Banco Mundial a partir de la fuente original: Comisión Europea, Centro Común de Investigación (JRC)/Agencia de Evaluación Ambiental de los Países Bajos (PBL). Base de Datos de Emisiones para la Investigación Atmosférica Global (EDGAR): http://edgar.jrc.ec.europa.eu/."
95,EN.ATM.METH.AG.KT.CE,Emisiones agrícolas de gas metano (miles de toneladas métricas de equivalente de CO2),"Emisiones de metano procedentes de la actividad agrícola son emisiones originadas por animales, desechos animales, producción de arroz, quema de residuos agrícolas (no energéticos, in situ) y quema de sabanas.","Comisión Europea, Centro Común de Investigación (JRC)/Agencia de Evaluación Ambiental de los Países Bajos (PBL). Base de Datos de Emisiones para la Investigación Atmosférica Global (EDGAR): http://edgar.jrc.ec.europa.eu/."
96,EN.ATM.HFCG.KT.CE,Emisiones de gas HFC (miles de toneladas métricas de equivalente de CO2),"Los hidrofluorocarbonos, usados para reemplazar los clorofluorocarbonos, se utilizan principalmente en refrigeración y en fabricación de semiconductores.","Comisión Europea, Centro Común de Investigación (JRC)/Agencia de Evaluación Ambiental de los Países Bajos (PBL). Base de Datos de Emisiones para la Investigación Atmosférica Global (EDGAR): http://edgar.jrc.ec.europa.eu/."
97,EN.ATM.GHGT.ZG,Emisiones de gases de efecto invernadero totales (% de cambio desde 1990),"Total greenhouse gas emissions are composed of CO2 totals excluding short-cycle biomass burning (such as agricultural waste burning and Savannah burning) but including other biomass burning (such as forest fires, post-burn decay, peat fires and decay of drained peatlands), all anthropogenic CH4 sources, N2O sources and F-gases (HFCs, PFCs and SF6). Each year of data shows the percentage change to that year from 1990.","Estimaciones del personal del Banco Mundial a partir de la fuente original: Comisión Europea, Centro Común de Investigación (JRC)/Agencia de Evaluación Ambiental de los Países Bajos (PBL). Base de Datos de Emisiones para la Investigación Atmosférica Global (EDGAR): http://edgar.jrc.ec.europa.eu/."
98,EN.ATM.GHGT.KT.CE,Emisiones de gases de efecto invernadero totales (kt de equivalente de CO2),"Total greenhouse gas emissions in kt of CO2 equivalent are composed of CO2 totals excluding short-cycle biomass burning (such as agricultural waste burning and Savannah burning) but including other biomass burning (such as forest fires, post-burn decay, peat fires and decay of drained peatlands), all anthropogenic CH4 sources, N2O sources and F-gases (HFCs, PFCs and SF6).","Comisión Europea, Centro Común de Investigación (JRC)/Agencia de Evaluación Ambiental de los Países Bajos (PBL). Base de Datos de Emisiones para la Investigación Atmosférica Global (EDGAR), EDGARv4.2 FT2012: http://edgar.jrc.ec.europa.eu/."
99,EN.ATM.GHGO.ZG,Otras emisiones de gases de efecto invernadero (% de cambio desde 1990),"Other greenhouse gas emissions are by-product emissions of hydrofluorocarbons, perfluorocarbons, and sulfur hexafluoride. Each year of data shows the percentage change to that year from 1990.","World Bank staff estimates from original source: European Commission, Joint Research Centre (JRC)/Netherlands Environmental Assessment Agency (PBL). Emission Database for Global Atmospheric Research (EDGAR): http://edgar.jrc.ec.europa.eu/."
100,EN.ATM.GHGO.KT.CE,"Otras emisiones de gases de efecto invernadero, hidrofluorocarbonos (HFC),  perfluorocarbonos (PFC) y hexafluoruro de azufre (SF6) (miles de toneladas métricas de equivalente de CO2)","Otras emisiones de gases de efecto invernadero son emisiones derivadas de hidrofluorocarburos, perfluorocarburos y hexafluoruro de azufre.","Estimaciones del personal del Banco Mundial a partir de la fuente original: Comisión Europea, Centro Común de Investigación (JRC)/Agencia de Evaluación Ambiental de los Países Bajos (PBL). Base de Datos de Emisiones para la Investigación Atmosférica Global (EDGAR): http://edgar.jrc.ec.europa.eu/."
101,EN.ATM.CO2E.SF.ZS,Emisiones de CO2 procedentes del consumo de combustibles sólidos (% del total),Las emisiones de dióxido de carbono a partir del consumo de combustibles sólidos se refieren a las emisiones generadas por el uso del carbón como fuente de energía.,"Centro de Análisis de Información sobre Dióxido de Carbono, División de Ciencias Ambientales del Laboratorio Nacional de Oak Ridge (Tennessee, Estados Unidos)."
102,EN.ATM.CO2E.SF.KT,Emisiones de CO2 del consumo de combustibles sólidos (kilotoneladas)  ,Las emisiones de dióxido de carbono a partir del consumo de combustibles sólidos se refieren a las emisiones generadas por el uso del carbón como fuente de energía.,"Centro de Análisis de Información sobre Dióxido de Carbono, División de Ciencias Ambientales del Laboratorio Nacional de Oak Ridge (Tennessee, Estados Unidos)."
103,EN.ATM.CO2E.PP.GD.KD,Emisiones de CO2 (kg por PPA: paridad del poder adquisitivo del PIB de 2011),"Las emisiones de dióxido de carbono son las que provienen de la quema de combustibles fósiles y de la fabricación del cemento. Incluyen el dióxido de carbono producido durante el consumo de combustibles sólidos, líquidos, gaseosos y de la quema de gas.","Centro de Análisis de Información sobre Dióxido de Carbono, División de Ciencias Ambientales del Laboratorio Nacional de Oak Ridge (Tennessee, Estados Unidos)."
104,EN.ATM.CO2E.PP.GD,Emisiones de CO2 (kg por PPA del PIB),"Las emisiones de dióxido de carbono son las que provienen de la quema de combustibles fósiles y de la fabricación del cemento. Incluyen el dióxido de carbono producido durante el consumo de combustibles sólidos, líquidos, gaseosos y de la quema de gas.","Centro de Análisis de Información sobre Dióxido de Carbono, División de Ciencias Ambientales del Laboratorio Nacional de Oak Ridge (Tennessee, Estados Unidos)."
105,EN.ATM.CO2E.PC,Emisiones de CO2 (toneladas métricas per cápita),"Las emisiones de dióxido de carbono son las que provienen de la quema de combustibles fósiles y de la fabricación del cemento. Incluyen el dióxido de carbono producido durante el consumo de combustibles sólidos, líquidos, gaseosos y de la quema de gas.","Centro de Análisis de Información sobre Dióxido de Carbono, División de Ciencias Ambientales del Laboratorio Nacional de Oak Ridge (Tennessee, Estados Unidos)."
106,EN.ATM.CO2E.LF.ZS,Las emisiones de CO2 derivadas del consumo de combustible líquido ( % del total),Las emisiones de dióxido de carbono del consumo de combustibles líquidos se refieren principalmente a las emisiones del uso de combustibles derivados del petróleo como fuente de energía.,"Centro de Análisis de Información sobre Dióxido de Carbono, División de Ciencias Ambientales del Laboratorio Nacional de Oak Ridge (Tennessee, Estados Unidos)."
107,EN.ATM.CO2E.LF.KT,Emisiones de CO2 del consumo de combustible líquido (% del total)  ,Las emisiones de dióxido de carbono del consumo de combustibles líquidos se refieren principalmente a las emisiones del uso de combustibles derivados del petróleo como fuente de energía.,"Centro de Análisis de Información sobre Dióxido de Carbono, División de Ciencias Ambientales del Laboratorio Nacional de Oak Ridge (Tennessee, Estados Unidos)."
108,EN.ATM.CO2E.KT,Emisiones de CO2 (kt),"Las emisiones de dióxido de carbono son las que provienen de la quema de combustibles fósiles y de la fabricación del cemento. Incluyen el dióxido de carbono producido durante el consumo de combustibles sólidos, líquidos, gaseosos y de la quema de gas.","Centro de Análisis de Información sobre Dióxido de Carbono, División de Ciencias Ambientales del Laboratorio Nacional de Oak Ridge (Tennessee, Estados Unidos)."
109,EN.ATM.CO2E.KD.GD,Emisiones de CO2 (kg por US$ del PIB de 2010),"Las emisiones de dióxido de carbono son las que provienen de la quema de combustibles fósiles y de la fabricación del cemento. Incluyen el dióxido de carbono producido durante el consumo de combustibles sólidos, líquidos, gaseosos y de la quema de gas.","Centro de Análisis de Información sobre Dióxido de Carbono, División de Ciencias Ambientales del Laboratorio Nacional de Oak Ridge (Tennessee, Estados Unidos)."
110,EN.ATM.CO2E.GF.ZS,Emisiones de CO2 del consumo de combustible gaseoso (% del total)  ,Las emisiones de dióxido de carbono del consumo de combustibles líquidos se refieren principalmente a las emisiones del uso de gas natural como fuente de energía.,"Centro de Análisis de Información sobre Dióxido de Carbono, División de Ciencias Ambientales del Laboratorio Nacional de Oak Ridge (Tennessee, Estados Unidos)."
111,EN.ATM.CO2E.GF.KT,Emisiones de CO2 del consumo de combustible gaseoso (kilotoneladas)  ,Las emisiones de dióxido de carbono del consumo de combustibles líquidos se refieren principalmente a las emisiones del uso de gas natural como fuente de energía.,"Centro de Análisis de Información sobre Dióxido de Carbono, División de Ciencias Ambientales del Laboratorio Nacional de Oak Ridge (Tennessee, Estados Unidos)."
112,EN.ATM.CO2E.EG.ZS,Intensidad de CO2 (kg de uso de energía por kg de equivalente de petróleo),Las emisiones de dióxido de carbono a partir del consumo de combustibles sólidos se refieren a las emisiones generadas por el uso del carbón como fuente de energía.,"Centro de Análisis de Información sobre Dióxido de Carbono, División de Ciencias Ambientales del Laboratorio Nacional de Oak Ridge (Tennessee, Estados Unidos)."
113,EG.FEC.RNEW.ZS,Consumo de energía renovable (% del consumo total de energía final),Renewable energy consumption is the share of renewables energy in total final energy consumption.,"Banco Mundial, base de datos de Energía Sostenible para Todos (SE4ALL) del Marco de Seguimiento Mundial de SE4ALL liderado de forma conjunta por el Banco Mundial, la Agencia Internacional de la Energía y el Programa de Asistencia para la Gestión del Sector de Energía."
114,EG.ELC.RNWX.ZS,"Producción de electricidad a partir de fuentes renovables, excluida la hidroeléctrica (% del total)","Electricity production from renewable sources, excluding hydroelectric, includes geothermal, solar, tides, wind, biomass, and biofuels.","Estadísticas de la Agencia Internacional de la Energía (AIE) © OECD/AIE 2014 (http://www.iea.org/stats/index.asp), sujeto a https://www.iea.org/t&c/termsandconditions/"
115,EG.ELC.RNWX.KH,"Producción de electricidad a partir de fuentes renovables, excluida la hidroeléctrica (kilovatio-hora)","Electricity production from renewable sources, excluding hydroelectric, includes geothermal, solar, tides, wind, biomass, and biofuels.","Estadísticas de la Agencia Internacional de la Energía (AIE) © OECD/AIE 2014 (http://www.iea.org/stats/index.asp), sujeto a https://www.iea.org/t&c/termsandconditions/"
116,EG.ELC.RNEW.ZS,Producción de energía eléctrica renovable (% de la producción total de electricidad),Renewable electricity is the share of electrity generated by renewable power plants in total electricity generated by all types of plants.,"Banco Mundial, base de datos de Energía Sostenible para Todos (SE4ALL) del Marco de Seguimiento Mundial de SE4ALL liderado de forma conjunta por el Banco Mundial, la Agencia Internacional de la Energía y el Programa de Asistencia para la Gestión del Sector de Energía."
117,EG.ELC.FOSL.ZS,"Producción de electricidad a partir de fuentes de petróleo, gas y carbón (% del total)","Se denominan fuentes de electricidad a los insumos que se utilizan para generar electricidad. El petróleo se refiere al crudo y a los derivados del petróleo. El gas se refiere al gas natural pero excluye los líquidos de gas natural. El carbón se refiere a todos los tipos de carbón y el carbón pardo, tanto primarios (como el carbón de antracita y el carbón pardo-lignito) como combustibles derivados (incluidos el aglomerado de hulla, el coque de horno de coque, el coque de gas, el gas de horno de coque y el gas de altos hornos). La turba también se incluye en esta categoría.","Agencia Internacional de la Energía (AIE) (Estadísticas de la AIE © OCDE/AIE, http://www.iea.org/stats/index.asp); Estadísticas de energía y balances de países no pertenecientes a la OCDE; Estadísticas de energía de países de la OCDE, y balances de energía de países de la OCDE."
118,EG.ELC.ACCS.ZS,Acceso a la electricidad (% de población),"Acceso a la electricidad es el porcentaje de población con acceso a la electricidad. Los datos de electrificación se recopilan de la industria, las encuestas","Banco Mundial, base de datos de Energía Sostenible para Todos (SE4ALL) del Marco de Seguimiento Mundial de SE4ALL liderado de forma conjunta por el Banco Mundial, la Agencia Internacional de la Energía y el Programa de Asistencia para la Gestión del Sector de Energía."
119,EG.EGY.PRIM.PP.KD,Nivel de intensidad energética de la energía primaria (megajulios/PIB en USD según la PPA de 2011),"Access to electricity, rural is the percentage of rural population with access to electricity.","Banco Mundial, base de datos de Energía Sostenible para Todos (SE4ALL) del Marco de Seguimiento Mundial de SE4ALL liderado de forma conjunta por el Banco Mundial, la Agencia Internacional de la Energía y el Programa de Asistencia para la Gestión del Sector de Energía."
120,EG.CFT.ACCS.ZS,Acceso a tecnologías y combustibles limpios para cocinar (% de la población),"Access to clean fuels and technologies for cooking is the proportion of total population primarily using clean cooking fuels and technologies for cooking. Under WHO guidelines, kerosene is excluded from clean cooking fuels.","Banco Mundial, base de datos de Energía Sostenible para Todos (SE4ALL) a partir de la base de datos mundial de la OMS sobre el uso energético en los hogares."
121,AG.SRF.TOTL.K2,Superficie (kilómetros cuadrados),"Por superficie se entiende la superficie total de un país, incluidas las zonas cubiertas por masas de agua interiores y algunas vías navegables costeras.","Organización de las Naciones Unidas para la Agricultura y la Alimentación, archivos electrónicos y sitio web."
122,AG.LND.TOTL.UR.K2,Área de tierra urbana (kilómetros cuadrados),"Urban land area in square kilometers, based on a combination of population counts (persons), settlement points, and the presence of Nighttime Lights. Areas are defined as urban where contiguous lighted cells from the Nighttime Lights or approximated urban extents based on buffered settlement points for which the total population is greater than 5,000 persons.","Centro para la Red Internacional de Información sobre Ciencias de la Tierra (CIESIN)/Universidad de Columbia. 2013. Urban-Rural Population and Land Area Estimates Version 2. Palisades, Nueva York: Centro de Datos y Aplicaciones Socioeconómicas (SEDAC) de la NASA. http://sedac.ciesin.columbia.edu/data/set/lecz-urban-rural-population-land-area-estimates-v2."
123,AG.LND.TOTL.RU.K2,Área de tierra rural (kilómetros cuadrados),"Rural land area in square kilometers, derived from urban extent grids which distinguish urban and rural areas based on a combination of population counts (persons), settlement points, and the presence of Nighttime Lights. Areas are defined as urban where contiguous lighted cells from the Nighttime Lights or approximated urban extents based on buffered settlement points for which the total population is greater than 5,000 persons.","Centro para la Red Internacional de Información sobre Ciencias de la Tierra (CIESIN)/Universidad de Columbia. 2013. Urban-Rural Population and Land Area Estimates Version 2. Palisades, Nueva York: Centro de Datos y Aplicaciones Socioeconómicas (SEDAC) de la NASA. http://sedac.ciesin.columbia.edu/data/set/lecz-urban-rural-population-land-area-estimates-v2."
124,AG.LND.TOTL.K2,Área de tierra (kilómetros cuadrados),"El área de tierra es la superficie total de un país, sin incluir la superficie cubierta por masas de agua interiores, los derechos del país sobre la plataforma continental ni las zonas económicas exclusivas. En la mayoría de los casos, la definición de masas de agua interiores incluye los principales ríos y lagos.","Organización de las Naciones Unidas para la Agricultura y la Alimentación, archivos electrónicos y sitio web."
125,AG.LND.PRCP.MM,Promedio detallado de precipitaciones (mm anuales)  ,Precipitación media es el promedio a largo plazo en profundidad (sobre espacio y tiempo) de precipitación anual en el país. La precipitación se define como cualquier tipo de agua que cae de las nubes en forma líquida o sólida.,"Organización de las Naciones Unidas para la Agricultura y la Alimentación, archivos electrónicos y sitio web."
126,AG.LND.FRST.ZS,Área selvática (% del área de tierra),"La superficie forestal se refiere a las tierras con agrupaciones de árboles naturales o plantados de por lo menos 5 metros in situ, sean estas para usos productivos o no, y excluye las poblaciones en los sistemas de producción agrícola (por ejemplo, en plantaciones frutales y sistemas agroforestales) y los árboles en los parques y jardines urbanos.","Organización de las Naciones Unidas para la Agricultura y la Alimentación, archivos electrónicos y sitio web."
