,INDICATOR_CODE,INDICATOR_NAME,SOURCE_NOTE,SOURCE_ORGANIZATION
66,SH.HIV.1524.FE.ZS,"Prevalencia de VIH, mujeres (% entre 15 y 24 años de edad)",La prevalencia de VIH es el porcentaje de personas infectadas con VIH. Las tasas de jóvenes son un porcentaje del grupo etario correspondiente.,ONUSIDA estima.
67,SH.DYN.AIDS.FE.ZS,Mujeres adultas con VIH (% de la población mayores de 15 años con VIH),La prevalencia de VIH es el porcentaje de personas infectadas con VIH. La tasa de mujeres es un porcentaje de la población total con VIH.,ONUSIDA estima.
68,SH.CON.1524.MA.ZS,"Uso de preservativos, población entre 15-24 años, hombres (% de hombres entre 15-24 años)",Uso de preservativo es el porcentaje de la población entre 15 y 24 años que utilizó un preservativo en la última relación sexual en los últimos 12 meses.,Encuestas demográficas y de salud realizadas por Macro International.
69,SH.CON.1524.FE.ZS,"Uso de preservativos, población entre 15-24 años, mujeres (% de mujeres entre 15-24 años)",Uso de preservativo es el porcentaje de la población entre 15 y 24 años que utilizó un preservativo en la última relación sexual en los últimos 12 meses.,Encuestas demográficas y de salud realizadas por Macro International.
70,SG.VAW.REFU.ZS,Mujeres que creen que está justificado que un marido golpee a su esposa cuando ella se niega a tener relaciones sexuales (%),Percentage of women ages 15-49 who believe a husband/partner is justified in hitting or beating his wife/partner when she argues with him.,"Encuestas demográficas y de salud (DHS), encuestas agrupadas de indicadores múltiples (MICS) y otras encuestas: STATcompiler (http://www.statcompiler.com/) al 22 de noviembre de 2016, bases de datos mundiales de Unicef (http://www.data.unicef.org/) a noviembre de 2015. MICS Compiler (http://www.micscompiler.org/) al 12 de junio de 2016."
71,SG.VAW.REAS.ZS,Mujeres que creen que está justificado que un marido golpee a su esposa (cualquiera de las cinco razones) (%),Percentage of women ages 15-49 who believe a husband/partner is justified in hitting or beating his wife/partner when she argues with him.,"Encuestas demográficas y de salud (DHS), encuestas agrupadas de indicadores múltiples (MICS) y otras encuestas: STATcompiler (http://www.statcompiler.com/) al 22 de noviembre de 2016, bases de datos mundiales de Unicef (http://www.data.unicef.org/) a noviembre de 2015. MICS Compiler (http://www.micscompiler.org/) al 12 de junio de 2016."
72,SG.VAW.NEGL.ZS,Mujeres que creen que está justificado que un marido golpee a su esposa cuando descuida a los hijos (%),Percentage of women ages 15-49 who believe a husband/partner is justified in hitting or beating his wife/partner when she argues with him.,"Encuestas demográficas y de salud (DHS), encuestas agrupadas de indicadores múltiples (MICS) y otras encuestas: STATcompiler (http://www.statcompiler.com/) al 22 de noviembre de 2016, bases de datos mundiales de Unicef (http://www.data.unicef.org/) a noviembre de 2015. MICS Compiler (http://www.micscompiler.org/) al 12 de junio de 2016."
73,SG.VAW.GOES.ZS,Mujeres que creen que está justificado que un marido golpee a su esposa cuando sale sin avisarle (%),Percentage of women ages 15-49 who believe a husband/partner is justified in hitting or beating his wife/partner when she argues with him.,"Encuestas demográficas y de salud (DHS), encuestas agrupadas de indicadores múltiples (MICS) y otras encuestas: STATcompiler (http://www.statcompiler.com/) al 22 de noviembre de 2016, bases de datos mundiales de Unicef (http://www.data.unicef.org/) a noviembre de 2015. MICS Compiler (http://www.micscompiler.org/) al 12 de junio de 2016."
74,SG.VAW.BURN.ZS,Mujeres que creen que está justificado que un marido golpee a su esposa cuando a ella se le quema la comida (%),Percentage of women ages 15-49 who believe a husband/partner is justified in hitting or beating his wife/partner when she argues with him.,"Encuestas demográficas y de salud (DHS), encuestas agrupadas de indicadores múltiples (MICS) y otras encuestas: STATcompiler (http://www.statcompiler.com/) al 22 de noviembre de 2016, bases de datos mundiales de Unicef (http://www.data.unicef.org/) a noviembre de 2015. MICS Compiler (http://www.micscompiler.org/) al 12 de junio de 2016."
75,SG.VAW.ARGU.ZS,Mujeres que creen que está justificado que un marido golpee a su esposa cuando ella discute con él (%),Percentage of women ages 15-49 who believe a husband/partner is justified in hitting or beating his wife/partner when she argues with him.,"Encuestas demográficas y de salud (DHS), encuestas agrupadas de indicadores múltiples (MICS) y otras encuestas: STATcompiler (http://www.statcompiler.com/) al 22 de noviembre de 2016, bases de datos mundiales de Unicef (http://www.data.unicef.org/) a noviembre de 2015. MICS Compiler (http://www.micscompiler.org/) al 12 de junio de 2016."
76,SG.VAW.1549.ZS,Proporción de mujeres víctimas de violencia física o sexual en los últimos 12 meses (% de mujeres de entre 15 y 49 años),"Proportion of women subjected to physical and/or sexual violence in the last 12 months is the percentage of ever partnered women age 15-49 who are subjected to physical violence, sexual violence or both by a current or former intimate partner in the last 12 months.",División de Estadística de las Naciones Unidas (UNSD)
77,SG.TIM.UWRK.MA,,,
78,SG.TIM.UWRK.FE,,,
79,SG.NOD.CONS,La cláusula de no discriminación hace referencia al género en la constitución (1=sí, 0=no),"Nondiscrimination clause mentions gender in the constitution is whether there is a nondiscrimination clause in the constitution which mentions gender.  The answer to be “Yes,” the constitution must use either the word discrimination or the word nondiscrimination or even when there is a “clawback” provision granting exceptions to the nondiscrimination clause for certain areas of the law, such as inheritance, family and customary law. The answer is “No” if there is no nondiscrimination provision, or the nondiscrimination language is present in the preamble but not in an article of the constitution, or there is a provision that merely stipulates that the sexes are equal, or the sexes have equal rights and obligations. The answer is ""N/A"" if there is no nondiscrimination provision."
80,SG.MMR.LEVE.EP,Se garantiza a las madres un puesto equivalente después de la licencia por maternidad (1=sí, 0=no),"Mothers are guaranteed an equivalent position after maternity leave is whether mothers are guaranteed an equivalent position after maternity leave. It takes into account paid and unpaid maternity leave and captures whether the employer has a legal obligation to reinstate the returning employee in an equivalent or better position and salary than the employee had pre-leave. Where the maternity leave regime explicitly states that the employee may not be indefinitely replaced, the answer is assumed to be “Yes.” Where the maternity leave regime explicitly establishes a suspension of the employee’s contract, the answer is assumed to be “Yes.” In economies that also have parental leave and the law guarantees return after the leave to the same or an equivalent position paid at the same rate but is silent on guaranteeing the same position after maternity leave, the answer is “Yes.” The answer is “N/A” if no paid or unpaid maternity leave is available."
81,SG.LEG.DVAW,Existe una legislación sobre la violencia doméstica (1=sí, 0=no),"Legislation exists on domestic violence is whether there is legislation addressing domestic violence: violence between spouses, within the family or members of the same household, or in interpersonal relationships, including intimate partner violence that is subject to criminal sanctions or provides for protection orders for domestic violence, or the legislation addresses “cruel, inhuman or degrading treatment” or “harassment” that clearly affects physical or mental health, and it is implied that such behavior is considered domestic violence."
82,SG.LAW.NODC.HR,La ley exige la no discriminación por razones de género en la contratación (1=sí, 0=no),"Law mandates nondiscrimination based on gender in hiring is whether the law specifically prevents or penalizes gender-based discrimination in the hiring process; the law may prohibit discrimination in employment on the basis of gender but be silent about whether job applicants are protected from discrimination. Hiring refers to the process of employing a person for wages and making a selection by presenting a candidate with a job offer. Job advertisements, selection criteria and recruitment, although equally important, are not considered “hiring” for purposes of this question."
83,SG.LAW.LEVE.PU,La ley exige la licencia por maternidad remunerada o sin goce de sueldo (1=sí, 0=no),"Law mandates paid or unpaid maternity leave is whether there is a law mandating paid or unpaid maternity leave available only to the mother. Provisions for circumstantial leave by which an employee is entitled to a certain number of days of paid leave (usually fewer than five days) upon the birth of a child are considered paternity leave; even if the law is gender-neutral, such leave is not considered maternity leave if the law covers maternity leave elsewhere."
84,SG.LAW.EQRM.WK,La ley exige igualdad de remuneración para hombres y mujeres por trabajo de igual valor (1=sí, 0=no),"Law mandates equal remuneration for females and males for work of equal value is whether there is a law that obligates employers to pay equal remuneration to male and female employees who do work of equal value.“Remuneration” refers to the ordinary, basic or minimum wage or salary and any additional emoluments payable directly or indirectly, whether in cash or in kind, by the employer to the worker and arising out of the worker’s employment. “Work of equal value” refers not only to the same or similar jobs but also to different jobs of the same value."
85,SG.LAW.CHMR,La ley prohíbe o invalida el matrimonio infantil o precoz (1=sí, 0=no),"Law prohibits or invalidates child or early marriage is whether there are provisions that prevent the marriage of girls, boys, or both before they reach the legal age of marriage or the age of marriage with consent, including, for example, a prohibition on registering the marriage or provisions stating that such a marriage is null and void."
86,SG.JOB.NOPN.EQ,Las mujeres no embarazadas y que no amamantan pueden hacer los mismos trabajos que los hombres (1=sí, 0=no),"Nonpregnant and nonnursing women can do the same jobs as men is whether non-pregnant and non-nursing women can do the same jobs as men. It shows if there are specific jobs that women explicitly or implicitly cannot perform except in limited circumstances. Both partial and full restrictions on women’s work are counted as restrictions. For example, if women are only allowed to work in certain jobs within the mining industry, e.g., as health care professionals within mines but not as miners, this is a restriction."
87,SG.GEN.PARL.ZS,Proporción de escaños ocupados por mujeres en los parlamentos nacionales (%),Las mujeres miembros de los parlamentos son la cantidad de mujeres que ocupan escaños en una cámara baja o en una cámara única.,Unión Interparlamentaria (UIP) (www.ipu.org)
88,SG.DMK.SRCR.FN.ZS,,,
89,SG.DMK.ALLD.FN.ZS,"Mujeres que participan en las tres decisiones (propia atención de la salud, compras principales para el hogar y visitas a familiares) (% de mujeres de 15 a 49 años)","Women participating in the three decisions (own health care, major household purchases, and visiting family) is the percentage of currently married women aged 15-49 who say that they alone or jointly have the final say in all of the three decisions (own health care, large purchases and visits to family, relatives, and friends).",Demographic and Health Surveys (DHS)
90,SE.TER.ENRR.MA,"Inscripción escolar, nivel terciario, varones (% bruto)","Tasa bruta de matrícula, educación superior (niveles 5 y 6 de la CINE), varones. Corresponde al número total de varones matriculados en educación superior (niveles 5 y 6 de la CINE), independientemente de su edad, expresado como porcentaje de la población total de varones en el grupo etario cinco años después de finalizar la enseñanza secundaria.","Instituto de Estadística de la Organización de las Naciones Unidas para la Educación, la Ciencia y la Cultura (UNESCO)."
91,SE.TER.ENRR.FE,"Inscripción escolar, nivel terciario, mujeres (% bruto)","Tasa bruta de matrícula, educación superior (niveles 5 y 6 de la CINE), mujeres. Corresponde al número total de mujeres matriculadas en educación superior (niveles 5 y 6 de la CINE), independientemente de su edad, expresado como porcentaje de la población total de mujeres en el grupo etario cinco años después de finalizar la enseñanza secundaria.  ","Instituto de Estadística de la Organización de las Naciones Unidas para la Educación, la Ciencia y la Cultura (UNESCO)."
92,SE.TER.CUAT.ST.ZS,"Nivel de instrucción, al menos escuela terciaria de ciclo corto finalizada, población de más de 25 años, total (%) (acumulativo)",The percentage of population ages 25 and over that attained or completed short-cycle tertiary education.,"Instituto de Estadística de la Organización de las Naciones Unidas para la Educación, la Ciencia y la Cultura (UNESCO)."
93,SE.TER.CUAT.ST.MA.ZS,"Nivel de instrucción, al menos escuela terciaria de ciclo corto finalizada, población de más de 25 años, varones (%) (acumulativo)",The percentage of population ages 25 and over that attained or completed short-cycle tertiary education.,"Instituto de Estadística de la Organización de las Naciones Unidas para la Educación, la Ciencia y la Cultura (UNESCO)."
94,SE.TER.CUAT.ST.FE.ZS,"Nivel de instrucción, al menos escuela terciaria de ciclo corto finalizada, población de más de 25 años, mujeres (%) (acumulativo)",The percentage of population ages 25 and over that attained or completed short-cycle tertiary education.,"Instituto de Estadística de la Organización de las Naciones Unidas para la Educación, la Ciencia y la Cultura (UNESCO)."
95,SE.TER.CUAT.MS.ZS,"Nivel de instrucción, al menos nivel de maestría o equivalente, población de más de 25 años, total (%) (acumulativo)",The percentage of population ages 25 and over that attained or completed Master's or equivalent.,"Instituto de Estadística de la Organización de las Naciones Unidas para la Educación, la Ciencia y la Cultura (UNESCO)."
96,SE.TER.CUAT.MS.MA.ZS,"Nivel de instrucción, al menos nivel de maestría o equivalente, población de más de 25 años, varones (%) (acumulativo)",The percentage of population ages 25 and over that attained or completed Master's or equivalent.,"Instituto de Estadística de la Organización de las Naciones Unidas para la Educación, la Ciencia y la Cultura (UNESCO)."
97,SE.TER.CUAT.MS.FE.ZS,"Nivel de instrucción, al menos nivel de maestría o equivalente, población de más de 25 años, mujeres (%) (acumulativo)",The percentage of population ages 25 and over that attained or completed Master's or equivalent.,"Instituto de Estadística de la Organización de las Naciones Unidas para la Educación, la Ciencia y la Cultura (UNESCO)."
98,SE.TER.CUAT.DO.ZS,"Nivel de instrucción, al menos nivel de doctorado o equivalente, población de más de 25 años, total (%) (acumulativo)",The percentage of population ages 25 and over that attained or completed Doctoral or equivalent.,"Instituto de Estadística de la Organización de las Naciones Unidas para la Educación, la Ciencia y la Cultura (UNESCO)."
99,SE.TER.CUAT.DO.MA.ZS,"Nivel de instrucción, al menos nivel de doctorado o equivalente, población de más de 25 años, varones (%) (acumulativo)",The percentage of population ages 25 and over that attained or completed Doctoral or equivalent.,"Instituto de Estadística de la Organización de las Naciones Unidas para la Educación, la Ciencia y la Cultura (UNESCO)."
100,SE.TER.CUAT.DO.FE.ZS,"Nivel de instrucción, al menos nivel de doctorado o equivalente, población de más de 25 años, mujeres (%) (acumulativo)",The percentage of population ages 25 and over that attained or completed Doctoral or equivalent.,"Instituto de Estadística de la Organización de las Naciones Unidas para la Educación, la Ciencia y la Cultura (UNESCO)."
101,SE.TER.CUAT.BA.ZS,"Nivel de instrucción, al menos nivel de licenciatura o equivalente, población de más de 25 años, total (%) (acumulativo)",The percentage of population ages 25 and over that attained or completed Bachelor's or equivalent.,"Instituto de Estadística de la Organización de las Naciones Unidas para la Educación, la Ciencia y la Cultura (UNESCO)."
102,SE.TER.CUAT.BA.MA.ZS,"Nivel de instrucción, al menos nivel de licenciatura o equivalente, población de más de 25 años, varones (%) (acumulativo)",The percentage of population ages 25 and over that attained or completed Bachelor's or equivalent.,"Instituto de Estadística de la Organización de las Naciones Unidas para la Educación, la Ciencia y la Cultura (UNESCO)."
103,SE.TER.CUAT.BA.FE.ZS,"Nivel de instrucción, al menos nivel de licenciatura o equivalente, población de más de 25 años, mujeres (%) (acumulativo)",The percentage of population ages 25 and over that attained or completed Bachelor's or equivalent.,"Instituto de Estadística de la Organización de las Naciones Unidas para la Educación, la Ciencia y la Cultura (UNESCO)."
104,SE.SEC.TCHR.FE.ZS,"Educación de nivel secundario, maestros (% de mujeres)","Porcentaje de maestras, educación secundaria. Corresponde al número de maestras en el nivel secundario, expresado como porcentaje del total de docentes (varones y mujeres) en dicho nivel en un año escolar determinado. El término “docentes” se refiere a personas empleadas a tiempo completo o parcial, facultadas oficialmente para guiar y dirigir la experiencia de aprendizaje de alumnos y estudiantes, independientemente de su título académico o del medio (presencial y (o) a distancia). Esta definición excluye al personal educacional que no cumple funciones docentes activas (por ejemplo, directores y directoras de escuela que no imparten docencia) y personas que trabajan ocasionalmente o de manera voluntaria en instituciones educacionales.","Instituto de Estadística de la Organización de las Naciones Unidas para la Educación, la Ciencia y la Cultura (UNESCO)."
105,SE.SEC.PROG.MA.ZS,"Transición a la escuela secundaria, varones (%)",Progression to secondary school refers to the number of new entrants to the first grade of secondary school in a given year as a percentage of the number of students enrolled in the final grade of primary school in the previous year (minus the number of repeaters from the last grade of primary education in the given year).,"Instituto de Estadística de la Organización de las Naciones Unidas para la Educación, la Ciencia y la Cultura (UNESCO)."
106,SE.SEC.PROG.FE.ZS,"Transición a la escuela secundaria, mujeres (%)",Progression to secondary school refers to the number of new entrants to the first grade of secondary school in a given year as a percentage of the number of students enrolled in the final grade of primary school in the previous year (minus the number of repeaters from the last grade of primary education in the given year).,"Instituto de Estadística de la Organización de las Naciones Unidas para la Educación, la Ciencia y la Cultura (UNESCO)."
107,SE.SEC.NENR.MA,"Inscripción escolar, nivel secundario, varones (% neto) ","Tasa neta de matrícula, enseñanza secundaria, todos los programas, varones. Corresponde a la proporción entre el número de niños en edad de cursar educación secundaria, matriculados en dicho nivel de educación, y la población total de niños en edad de cursar educación secundaria.","Instituto de Estadística de la Organización de las Naciones Unidas para la Educación, la Ciencia y la Cultura (UNESCO)."
108,SE.SEC.NENR.FE,"Inscripción escolar, nivel secundario, mujeres (% neto) ","Tasa neta de matrícula, enseñanza secundaria, todos los programas, mujeres. Corresponde a la proporción entre el número de niñas en edad de cursar educación secundaria, matriculadas en dicho nivel de educación, y la población total de niñas en edad de cursar educación secundaria.","Instituto de Estadística de la Organización de las Naciones Unidas para la Educación, la Ciencia y la Cultura (UNESCO)."
109,SE.SEC.ENRR.MA,"Inscripción escolar, nivel secundario, varones (% bruto) ","Tasa bruta de matrícula, educación secundaria, todos los programas, varones. Corresponde al  número total de niños matriculados en educación secundaria, independientemente de su edad, expresado como porcentaje de la población total de niños en edad oficial de cursar enseñanza secundaria. La TBM puede ser superior a 100% debido a la inclusión de estudiantes mayores y menores a la edad oficial ya sea por repetir grados o por un ingreso precoz o tardío a dicho nivel de enseñanza.","Instituto de Estadística de la Organización de las Naciones Unidas para la Educación, la Ciencia y la Cultura (UNESCO)."
110,SE.SEC.ENRR.FE,"Inscripción escolar, nivel secundario, mujeres (% bruto) ","Tasa bruta de matrícula, educación secundaria, todos los programas, mujeres. Corresponde al número total de niñas matriculadas en educación secundaria, independientemente de su edad, expresado como porcentaje de la población total en edad oficial de cursar enseñanza secundaria. La TBM puede ser superior a 100% debido a la inclusión de estudiantes mayores y menores a la edad oficial ya sea por repetir grados o por un ingreso precoz o tardío a dicho nivel de enseñanza.","Instituto de Estadística de la Organización de las Naciones Unidas para la Educación, la Ciencia y la Cultura (UNESCO)."
111,SE.SEC.ENRL.VO.FE.ZS,"Educación de nivel secundario, alumnos en programas vocacionales (% de mujeres)","Porcentaje de alumnas, educación secundaria, programas técnicos/vocacionales, total. Corresponde al número de alumnas matriculadas en programas técnicos/vocacionales de nivel secundario, expresado como porcentaje del total de estudiantes (niños y niñas) matriculados en programas técnicos/vocacionales en el nivel secundario en un año escolar determinado.","Instituto de Estadística de la Organización de las Naciones Unidas para la Educación, la Ciencia y la Cultura (UNESCO)."
112,SE.SEC.ENRL.GC.FE.ZS,"Educación de nivel secundario, alumnos en programas de educación general (% de mujeres)","Porcentaje de alumnas, educación secundaria, programas generales, total. Corresponde al número de alumnas matriculadas en programas generales de nivel secundario, expresado como porcentaje del total de estudiantes (niños y niñas) matriculados en programas generales en el nivel secundario en un año escolar determinado.","Instituto de Estadística de la Organización de las Naciones Unidas para la Educación, la Ciencia y la Cultura (UNESCO)."
113,SE.SEC.ENRL.FE.ZS,"Educación de nivel secundario, alumnos (% de mujeres)","Porcentaje de alumnas., educación secundaria, todos los programas, total. Corresponde al número de alumnas matriculadas en todos los programas de nivel secundario, expresado como porcentaje del total de estudiantes (niños y niñas) matriculados en el nivel secundario en un año escolar determinado.","Instituto de Estadística de la Organización de las Naciones Unidas para la Educación, la Ciencia y la Cultura (UNESCO)."
114,SE.SEC.CUAT.UP.ZS,"Nivel de instrucción, al menos ciclo superior de la escuela secundaria completo, población de más de 25 años, total (%) (acumulativo)",The percentage of population ages 25 and over that attained or completed upper secondary education.,"Instituto de Estadística de la Organización de las Naciones Unidas para la Educación, la Ciencia y la Cultura (UNESCO)."
115,SE.SEC.CUAT.UP.MA.ZS,"Nivel de instrucción, al menos ciclo superior de la escuela secundaria completo, población de más de 25 años, varones (%) (acumulativo)",The percentage of population ages 25 and over that attained or completed upper secondary education.,"Instituto de Estadística de la Organización de las Naciones Unidas para la Educación, la Ciencia y la Cultura (UNESCO)."
116,SE.SEC.CUAT.UP.FE.ZS,"Nivel de instrucción, al menos ciclo superior de la escuela secundaria completo, población de más de 25 años, mujeres (%) (acumulativo)",The percentage of population ages 25 and over that attained or completed upper secondary education.,"Instituto de Estadística de la Organización de las Naciones Unidas para la Educación, la Ciencia y la Cultura (UNESCO)."
117,SE.SEC.CUAT.PO.ZS,"Nivel de instrucción, al menos escuela de nivel posterior a la secundaria completa, población de más de 25 años, total (%) (acumulativo)",The percentage of population ages 25 and over that attained or completed post-secondary non-tertiary education.,"Instituto de Estadística de la Organización de las Naciones Unidas para la Educación, la Ciencia y la Cultura (UNESCO)."
118,SE.SEC.CUAT.PO.MA.ZS,"Nivel de instrucción, al menos escuela de nivel posterior a la secundaria completa, población de más de 25 años, varones (%) (acumulativo)",The percentage of population ages 25 and over that attained or completed post-secondary non-tertiary education.,"Instituto de Estadística de la Organización de las Naciones Unidas para la Educación, la Ciencia y la Cultura (UNESCO)."
119,SE.SEC.CUAT.PO.FE.ZS,"Nivel de instrucción, al menos escuela de nivel posterior a la secundaria completa, población de más de 25 años, mujeres (%) (acumulativo)",The percentage of population ages 25 and over that attained or completed post-secondary non-tertiary education.,"Instituto de Estadística de la Organización de las Naciones Unidas para la Educación, la Ciencia y la Cultura (UNESCO)."
120,SE.SEC.CUAT.LO.ZS,"Nivel de instrucción, al menos ciclo inferior de la escuela secundaria completo, población de más de 25 años, total (%) (acumulativo)",The percentage of population ages 25 and over that attained or completed lower secondary education.,"Instituto de Estadística de la Organización de las Naciones Unidas para la Educación, la Ciencia y la Cultura (UNESCO)."
121,SE.SEC.CUAT.LO.MA.ZS,"Nivel de instrucción, al menos ciclo inferior de la escuela secundaria completo, población de más de 25 años, varones (%) (acumulativo)",The percentage of population ages 25 and over that attained or completed lower secondary education.,"Instituto de Estadística de la Organización de las Naciones Unidas para la Educación, la Ciencia y la Cultura (UNESCO)."
122,SE.SEC.CUAT.LO.FE.ZS,"Nivel de instrucción, al menos ciclo inferior de la escuela secundaria completo, población de más de 25 años, mujeres (%) (acumulativo)",The percentage of population ages 25 and over that attained or completed lower secondary education.,"United Nations Educational, Scientific, and Cultural Organization (UNESCO) Institute for Statistics."
123,SE.PRM.UNER.MA,"Niños que no asisten a la escuela, nivel primario, varones",Niños no escolarizados en edad oficial de cursar educación primaria. Corresponde al número total de niños en edad oficial de cursar educación primaria que no están matriculados en primaria ni en secundaria.,"Instituto de Estadística de la Organización de las Naciones Unidas para la Educación, la Ciencia y la Cultura (UNESCO)."
124,SE.PRM.UNER.FE,"Niños que no asisten a la escuela, nivel primario, mujeres",Niñas no escolarizadas en edad oficial de cursar educación primaria. Corresponde al número total de niñas en edad oficial de cursar educación primaria que no están matriculadas en primaria ni en secundaria.,"Instituto de Estadística de la Organización de las Naciones Unidas para la Educación, la Ciencia y la Cultura (UNESCO)."
125,SE.PRM.TENR.MA,"Total de inscripciones, nivel primario, varones (% neto)","Tasa bruta ajustada de matrícula, educación primaria, varones. Corresponde al número total de alumnos en edad oficial de cursar la educación primaria, matriculados en niveles primarios o secundarios, expresado como porcentaje de la población correspondiente. La Tasa neta de matrícula (TNM) muestra la cobertura de estudiantes en el grupo etáreo en edad oficial de cursar educación primaria matriculados en dicho nivel, mientras que la tasa bruta ajustada de matrícula (TBAM) amplía la medida a los estudiantes en edad oficial de cursar educación primaria que ya han iniciado la secundaria debido a que quizás entran a la primaria antes de cumplir la edad oficial o se saltan grados debido a su rendimiento académico.","Instituto de Estadística de la Organización de las Naciones Unidas para la Educación, la Ciencia y la Cultura (UNESCO)."
126,SE.PRM.TENR.FE,"Total de inscripciones, nivel primario, mujeres (% neto)","Tasa bruta ajustada de matrícula, educación primaria, mujeres. Corresponde al número total de alumnas en edad oficial de cursar educación primaria, matriculadas en niveles primarios o secundarios, expresado como porcentaje de la población correspondiente. La Tasa neta de matrícula (TNM) muestra la cobertura de estudiantes en el grupo etáreo en edad oficial de cursar educación primaria matriculados en dicho nivel, mientras que la tasa bruta ajustada de matrícula (TBAM) amplía la medida a los estudiantes en edad oficial de cursar educación primaria que ya han iniciado la secundaria debido a que quizás entran a la primaria antes de cumplir la edad oficial o se saltan grados debido a su rendimiento académico.","Instituto de Estadística de la Organización de las Naciones Unidas para la Educación, la Ciencia y la Cultura (UNESCO)."
127,SE.PRM.TCHR.FE.ZS,"Educación de nivel primario, maestras (% de mujeres)","Porcentaje de maestras, educación primaria. Corresponde al número de maestras en primaria, expresado como porcentaje del total de docentes (varones y mujeres) en dicho nivel en un año escolar determinado. El término “docentes” se refiere a personas empleadas a tiempo completo o parcial, facultadas oficialmente para guiar y dirigir la experiencia de aprendizaje de alumnos y estudiantes, independientemente de título académico o del medio (presencial y (o) a distancia). Esta definición excluye al personal educacional que no cumple funciones docentes activas (por ejemplo, directores y directoras de escuela que no imparten docencia) y personas que trabajan ocasionalmente o de manera voluntaria en instituciones educacionales.","Instituto de Estadística de la Organización de las Naciones Unidas para la Educación, la Ciencia y la Cultura (UNESCO)."
128,SE.PRM.TCAQ.MA.ZS,"Maestros capacitados en educación de nivel primario, varones (% del total de maestros varones)","Porcentaje de docentes titulados, educación primaria, varones. Corresponde al número de maestros que han recibido capacitación formal mínima (antes o durante el servicio) exigida para ejercer la docencia en el nivel primario en un país determinado, expresado como porcentaje del número total de maestros en dicho nivel.","Instituto de Estadística de la Organización de las Naciones Unidas para la Educación, la Ciencia y la Cultura (UNESCO)."
129,SE.PRM.TCAQ.FE.ZS,"Maestros capacitados en educación de nivel primario, mujeres (% del total de maestras)","Porcentaje de docentes titulados, educación primaria, mujeres. Corresponde al número de maestras que han recibido capacitación formal mínima (antes o durante el servicio) exigida para ejercer docencia en el nivel primario en un país determinado, expresado como porcentaje del número total de maestras en dicho nivel.","Instituto de Estadística de la Organización de las Naciones Unidas para la Educación, la Ciencia y la Cultura (UNESCO)."
130,SE.PRM.REPT.MA.ZS,"Repetidores, escuela primaria, varones (% de varones inscriptos)","Porcentaje de repitentes en educación primaria, todos los grados, varones. Corresponde al número de alumnos varones matriculados en el mismo grado que el año anterior, expresado como porcentaje de todos los alumnos matriculados en la educación primaria. Para calcularlo, se divide la suma de todos los niños repitentes en todos los grados de educación primaria por el total de niños matriculados en dicho nivel de educación y se multiplica por 100.","Instituto de Estadística de la Organización de las Naciones Unidas para la Educación, la Ciencia y la Cultura (UNESCO)."
131,SE.PRM.REPT.FE.ZS,"Repetidores, escuela primaria, mujeres (% de mujeres inscriptas)","Porcentaje de repitentes en educación primaria, todos los grados, mujeres. Corresponde al número de alumnas matriculadas en el mismo grado que el año anterior, expresado como porcentaje de todas las alumnas matriculadas en la educación primaria. Para calcularlo, se divide la suma de todas las niñas repitentes en todos los grados de educación primaria por el total de niñas matriculadas en dicho nivel de educación y se multiplica por 100. ","Instituto de Estadística de la Organización de las Naciones Unidas para la Educación, la Ciencia y la Cultura (UNESCO)."
132,SE.PRM.PRSL.MA.ZS,"Perseverancia en la escuela hasta el último grado del nivel primario, varones (% de la cohorte)","Perseverancia hasta el último año de primaria, varones. Corresponde a la proporción de niños matriculados en el primer grado de educación primaria que eventualmente llegan al último grado dicho nivel. La estimación está basada en el método de cohorte reconstruida, que utiliza los datos de matrícula y repitentes de dos años consecutivos.","Instituto de Estadística de la Organización de las Naciones Unidas para la Educación, la Ciencia y la Cultura (UNESCO)."
133,SE.PRM.PRSL.FE.ZS,"Perseverancia en la escuela hasta el último grado del nivel primario, mujeres (% de la cohorte)","Perseverancia hasta el último año de primaria, mujeres. Corresponde a la proporción de niñas matriculadas en el primer grado de educación primaria que eventualmente llegan al último grado dicho nivel. La estimación está basada en el método de cohorte reconstruida, que utiliza los datos de matrícula y repitentes de dos años consecutivos.","Instituto de Estadística de la Organización de las Naciones Unidas para la Educación, la Ciencia y la Cultura (UNESCO)."
134,SE.PRM.PRS5.MA.ZS,"Perseverancia en la escuela hasta el quinto grado, varones (% de la cohorte)","Perseverancia en la escuela hasta el quinto grado, varones. Corresponde a la proporción de niños matriculados en el primer grado de educación primaria que eventualmente llegan al quinto grado. La estimación está basada en el método de cohorte reconstruida, que utiliza los datos de matrícula y repitentes de dos años consecutivos.","Instituto de Estadística de la Organización de las Naciones Unidas para la Educación, la Ciencia y la Cultura (UNESCO)."
135,SE.PRM.PRS5.FE.ZS,"Perseverancia en la escuela hasta el quinto grado, mujeres (% de la cohorte)","Perseverancia en la escuela hasta el quinto grado, mujeres. Corresponde a la proporción de niñas matriculadas en el primer grado de educación primaria que eventualmente llegan al quinto grado. La estimación está basada en el método de cohorte reconstruida, que utiliza los datos de matrícula y repitentes de dos años consecutivos.","Instituto de Estadística de la Organización de las Naciones Unidas para la Educación, la Ciencia y la Cultura (UNESCO)."
